frame,timestamp
frame_00000.png,1578998487.345849
frame_00001.png,1578998487.5602193
frame_00002.png,1578998488.6199555
frame_00003.png,1578998488.6568832
frame_00004.png,1578998488.6870162
frame_00005.png,1578998488.7520518
frame_00006.png,1578998488.7891917
frame_00007.png,1578998488.8616388
frame_00008.png,1578998488.9288013
frame_00009.png,1578998488.9646742
frame_00010.png,1578998489.0251906
frame_00011.png,1578998489.0890949
frame_00012.png,1578998489.1578944
frame_00013.png,1578998489.1837351
frame_00014.png,1578998489.2216408
frame_00015.png,1578998489.2679734
frame_00016.png,1578998489.3227763
frame_00017.png,1578998489.387719
frame_00018.png,1578998489.4183178
frame_00019.png,1578998489.4482923
frame_00020.png,1578998489.489852
frame_00021.png,1578998489.5322955
frame_00022.png,1578998489.5885317
frame_00023.png,1578998489.6137767
frame_00024.png,1578998489.6483557
frame_00025.png,1578998489.68734
frame_00026.png,1578998489.7466698
frame_00027.png,1578998489.7850819
frame_00028.png,1578998489.8170102
frame_00029.png,1578998489.8465977
frame_00030.png,1578998489.8933558
frame_00031.png,1578998489.9170604
frame_00032.png,1578998489.9623961
frame_00033.png,1578998489.9927692
frame_00034.png,1578998490.0483494
frame_00035.png,1578998490.0818324
frame_00036.png,1578998490.1227448
frame_00037.png,1578998490.1595557
frame_00038.png,1578998490.1884851
frame_00039.png,1578998490.2200098
frame_00040.png,1578998490.2490773
frame_00041.png,1578998490.2764108
frame_00042.png,1578998490.3206675
frame_00043.png,1578998490.3575742
frame_00044.png,1578998490.4089694
frame_00045.png,1578998490.4602134
frame_00046.png,1578998490.4886787
frame_00047.png,1578998490.5255337
frame_00048.png,1578998490.5568519
frame_00049.png,1578998490.6177528
frame_00050.png,1578998490.6506712
frame_00051.png,1578998490.6798463
frame_00052.png,1578998490.722945
frame_00053.png,1578998490.7552052
frame_00054.png,1578998490.7837837
frame_00055.png,1578998490.8112092
frame_00056.png,1578998490.8517373
frame_00057.png,1578998490.888651
frame_00058.png,1578998490.9213815
frame_00059.png,1578998490.958087
frame_00060.png,1578998491.0237932
frame_00061.png,1578998491.0639122
frame_00062.png,1578998491.1283495
frame_00063.png,1578998491.1485078
frame_00064.png,1578998491.180782
frame_00065.png,1578998491.2193933
frame_00066.png,1578998491.254551
frame_00067.png,1578998491.3231204
frame_00068.png,1578998491.3649724
frame_00069.png,1578998491.3940785
frame_00070.png,1578998491.4601068
frame_00071.png,1578998491.4894462
frame_00072.png,1578998491.5481656
frame_00073.png,1578998491.5883038
frame_00074.png,1578998491.6551182
frame_00075.png,1578998491.7150335
frame_00076.png,1578998491.7876668
frame_00077.png,1578998491.8439322
frame_00078.png,1578998491.9227238
frame_00079.png,1578998491.9843686
frame_00080.png,1578998492.0568163
frame_00081.png,1578998492.1140895
frame_00082.png,1578998492.178571
frame_00083.png,1578998492.247136
frame_00084.png,1578998492.3092601
frame_00085.png,1578998492.3756382
frame_00086.png,1578998492.442737
frame_00087.png,1578998492.5108275
frame_00088.png,1578998492.586711
frame_00089.png,1578998492.644645
frame_00090.png,1578998492.7125611
frame_00091.png,1578998492.782648
frame_00092.png,1578998492.8491755
frame_00093.png,1578998492.9107916
frame_00094.png,1578998492.9849873
frame_00095.png,1578998493.0561945
frame_00096.png,1578998493.1174228
frame_00097.png,1578998493.1860998
frame_00098.png,1578998493.2481887
frame_00099.png,1578998493.3282454
frame_00100.png,1578998493.389263
frame_00101.png,1578998493.465277
frame_00102.png,1578998493.530716
frame_00103.png,1578998493.5930548
frame_00104.png,1578998493.6521134
frame_00105.png,1578998493.7237024
frame_00106.png,1578998493.8088124
frame_00107.png,1578998493.8599668
frame_00108.png,1578998493.929387
frame_00109.png,1578998493.991261
frame_00110.png,1578998494.050111
frame_00111.png,1578998494.1160343
frame_00112.png,1578998494.1829953
frame_00113.png,1578998494.244187
frame_00114.png,1578998494.3062181
frame_00115.png,1578998494.3793266
frame_00116.png,1578998494.4436855
frame_00117.png,1578998494.512106
frame_00118.png,1578998494.5789168
frame_00119.png,1578998494.6431746
frame_00120.png,1578998494.7134087
frame_00121.png,1578998494.781292
frame_00122.png,1578998494.8531687
frame_00123.png,1578998494.9168127
frame_00124.png,1578998494.974943
frame_00125.png,1578998495.0455794
frame_00126.png,1578998495.1134546
frame_00127.png,1578998495.1789706
frame_00128.png,1578998495.2477512
frame_00129.png,1578998495.3114593
frame_00130.png,1578998495.3748348
frame_00131.png,1578998495.4432032
frame_00132.png,1578998495.5165014
frame_00133.png,1578998495.5861204
frame_00134.png,1578998495.6432805
frame_00135.png,1578998495.7069855
frame_00136.png,1578998495.779368
frame_00137.png,1578998495.858584
frame_00138.png,1578998495.9175146
frame_00139.png,1578998495.9762008
frame_00140.png,1578998496.040253
frame_00141.png,1578998496.123052
frame_00142.png,1578998496.1753218
frame_00143.png,1578998496.2417622
frame_00144.png,1578998496.3099012
frame_00145.png,1578998496.3760498
frame_00146.png,1578998496.4532995
frame_00147.png,1578998496.5211098
frame_00148.png,1578998496.5743418
frame_00149.png,1578998496.642113
frame_00150.png,1578998496.7158914
frame_00151.png,1578998496.779431
frame_00152.png,1578998496.8442762
frame_00153.png,1578998496.9069684
frame_00154.png,1578998496.988519
frame_00155.png,1578998497.0484335
frame_00156.png,1578998497.1108918
frame_00157.png,1578998497.1817935
frame_00158.png,1578998497.24448
frame_00159.png,1578998497.314913
frame_00160.png,1578998497.378164
frame_00161.png,1578998497.4386907
frame_00162.png,1578998497.5215452
frame_00163.png,1578998497.5850036
frame_00164.png,1578998497.6491134
frame_00165.png,1578998497.716558
frame_00166.png,1578998497.789166
frame_00167.png,1578998497.8437064
frame_00168.png,1578998497.9086375
frame_00169.png,1578998497.9749665
frame_00170.png,1578998498.0516558
frame_00171.png,1578998498.1100788
frame_00172.png,1578998498.188523
frame_00173.png,1578998498.2527165
frame_00174.png,1578998498.314948
frame_00175.png,1578998498.3758307
frame_00176.png,1578998498.4522464
frame_00177.png,1578998498.5201294
frame_00178.png,1578998498.5789785
frame_00179.png,1578998498.651
frame_00180.png,1578998498.7315896
frame_00181.png,1578998498.780016
frame_00182.png,1578998498.8480086
frame_00183.png,1578998498.9185162
frame_00184.png,1578998498.9819615
frame_00185.png,1578998499.053134
frame_00186.png,1578998499.116563
frame_00187.png,1578998499.1835377
frame_00188.png,1578998499.248151
frame_00189.png,1578998499.3134413
frame_00190.png,1578998499.3781004
frame_00191.png,1578998499.4450293
frame_00192.png,1578998499.5149338
frame_00193.png,1578998499.5815866
frame_00194.png,1578998499.6520922
frame_00195.png,1578998499.7128084
frame_00196.png,1578998499.7518318
frame_00197.png,1578998499.7807307
frame_00198.png,1578998499.8115969
frame_00199.png,1578998499.8446355
frame_00200.png,1578998499.8795397
frame_00201.png,1578998499.9211757
