frame,timestamp
depth_00000.png,1578998487.6499813
depth_00001.png,1578998487.682059
depth_00002.png,1578998487.7100506
depth_00003.png,1578998487.745717
depth_00004.png,1578998487.7745776
depth_00005.png,1578998487.8146596
depth_00006.png,1578998487.8486993
depth_00007.png,1578998487.8854313
depth_00008.png,1578998487.920105
depth_00009.png,1578998487.9535484
depth_00010.png,1578998488.200571
depth_00011.png,1578998488.2438529
depth_00012.png,1578998488.2817464
depth_00013.png,1578998488.308
depth_00014.png,1578998488.3462942
depth_00015.png,1578998488.3800473
depth_00016.png,1578998488.4129727
depth_00017.png,1578998488.4453948
depth_00018.png,1578998488.4802945
depth_00019.png,1578998488.50773
depth_00020.png,1578998488.5439792
depth_00021.png,1578998488.5814326
depth_00022.png,1578998488.6120412
depth_00023.png,1578998488.6469402
depth_00024.png,1578998488.676374
depth_00025.png,1578998488.7032256
depth_00026.png,1578998488.7418795
depth_00027.png,1578998488.775301
depth_00028.png,1578998488.817898
depth_00029.png,1578998488.8516867
depth_00030.png,1578998488.8791275
depth_00031.png,1578998488.9110217
depth_00032.png,1578998488.9438648
depth_00033.png,1578998488.9816177
depth_00034.png,1578998489.0171819
depth_00035.png,1578998489.0410287
depth_00036.png,1578998489.077324
depth_00037.png,1578998489.1125178
depth_00038.png,1578998489.148887
depth_00039.png,1578998489.1809244
depth_00040.png,1578998489.212252
depth_00041.png,1578998489.240099
depth_00042.png,1578998489.279754
depth_00043.png,1578998489.3133373
depth_00044.png,1578998489.3519454
depth_00045.png,1578998489.3850803
depth_00046.png,1578998489.410085
depth_00047.png,1578998489.451146
depth_00048.png,1578998489.483569
depth_00049.png,1578998489.5192127
depth_00050.png,1578998489.5593817
depth_00051.png,1578998489.5786588
depth_00052.png,1578998489.6106336
depth_00053.png,1578998489.6464221
depth_00054.png,1578998489.678786
depth_00055.png,1578998489.707438
depth_00056.png,1578998489.7425508
depth_00057.png,1578998489.7754803
depth_00058.png,1578998489.81421
depth_00059.png,1578998489.8510895
depth_00060.png,1578998489.8721476
depth_00061.png,1578998489.9140842
depth_00062.png,1578998489.963108
depth_00063.png,1578998489.9881856
depth_00064.png,1578998490.0130925
depth_00065.png,1578998490.0417898
depth_00066.png,1578998490.0791552
depth_00067.png,1578998490.1178763
depth_00068.png,1578998490.1462862
depth_00069.png,1578998490.1924603
depth_00070.png,1578998490.2266343
depth_00071.png,1578998490.2461636
