timestamp,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1578998487.334833,world,-0.31539615988731384,-0.18005050718784332,-0.9571103453636169,-0.06761105358600616,-0.40585026144981384,0.07984435558319092,-0.9079312682151794
1578998487.344344,world,-0.31540828943252563,-0.18006786704063416,-0.95711749792099,-0.06748653948307037,-0.4058341085910797,0.07986108958721161,-0.9079463481903076
1578998487.3569322,world,-0.3153994381427765,-0.18004673719406128,-0.9571345448493958,-0.06758397817611694,-0.40582478046417236,0.07985866814851761,-0.9079434275627136
1578998487.3646662,world,-0.31540346145629883,-0.1800820529460907,-0.9572217464447021,-0.06742960959672928,-0.40574395656585693,0.07983951270580292,-0.9079926609992981
1578998487.364748,world,-0.3154008686542511,-0.1800704449415207,-0.9572369456291199,-0.06739649921655655,-0.40574198961257935,0.07985192537307739,-0.9079950451850891
1578998487.3740196,world,-0.31539952754974365,-0.1800614297389984,-0.9572703242301941,-0.06736620515584946,-0.405718058347702,0.07988987863063812,-0.9080045819282532
1578998487.3945436,world,-0.3153899312019348,-0.18004512786865234,-0.9572899341583252,-0.06729678809642792,-0.40570396184921265,0.07990577071905136,-0.908014714717865
1578998487.403812,world,-0.3153773844242096,-0.17999528348445892,-0.9572470188140869,-0.06737817823886871,-0.4057292640209198,0.07999757677316666,-0.9079892635345459
1578998487.4038343,world,-0.31538158655166626,-0.17997601628303528,-0.9572901129722595,-0.06731244176626205,-0.4056681990623474,0.08004821091890335,-0.9080169796943665
1578998487.4141319,world,-0.3153643310070038,-0.17993047833442688,-0.9572980999946594,-0.06705286353826523,-0.4057135581970215,0.08006171137094498,-0.908014714717865
1578998487.424375,world,-0.3154272735118866,-0.17989780008792877,-0.9574098587036133,-0.06714557111263275,-0.4054664373397827,0.08020983636379242,-0.9081051349639893
1578998487.4243913,world,-0.315437912940979,-0.17986243963241577,-0.9574300050735474,-0.06689967960119247,-0.40538114309310913,0.08016452193260193,-0.9081652760505676
1578998487.4347243,world,-0.31545549631118774,-0.17982745170593262,-0.9574730396270752,-0.06681960821151733,-0.4053052067756653,0.0801289901137352,-0.9082083106040955
1578998487.4440296,world,-0.3154752552509308,-0.17979928851127625,-0.9575149416923523,-0.06673851609230042,-0.4052203297615051,0.08011206239461899,-0.9082534909248352
1578998487.4542198,world,-0.31549498438835144,-0.17976711690425873,-0.9575643539428711,-0.06672194600105286,-0.40516266226768494,0.08015192300081253,-0.9082769751548767
1578998487.4542618,world,-0.31551074981689453,-0.17973653972148895,-0.957607626914978,-0.06665005534887314,-0.4051036834716797,0.08013574779033661,-0.908310055732727
1578998487.4647505,world,-0.31555595993995667,-0.17971137166023254,-0.9576631784439087,-0.06681709736585617,-0.4049083888530731,0.08030807971954346,-0.9083696007728577
1578998487.473821,world,-0.3155827522277832,-0.17966337502002716,-0.957757294178009,-0.06674137711524963,-0.40493646264076233,0.08034849166870117,-0.908359169960022
1578998487.4944124,world,-0.31560155749320984,-0.17963196337223053,-0.9577997922897339,-0.06666602194309235,-0.40496721863746643,0.08033917844295502,-0.908351719379425
1578998487.4944296,world,-0.31564393639564514,-0.17960408329963684,-0.9578710794448853,-0.06655549257993698,-0.4049895405769348,0.0803191065788269,-0.908351719379425
1578998487.5047123,world,-0.31568771600723267,-0.17957276105880737,-0.957928478717804,-0.06648320704698563,-0.4050094187259674,0.08025168627500534,-0.9083541035652161
1578998487.5141866,world,-0.3158488869667053,-0.17955517768859863,-0.9580846428871155,-0.06621548533439636,-0.40523824095726013,0.08004922419786453,-0.9082894325256348
1578998487.5245314,world,-0.3158896863460541,-0.179534450173378,-0.9581412076950073,-0.06613387912511826,-0.40525269508361816,0.07994583249092102,-0.9082980751991272
1578998487.524556,world,-0.31593140959739685,-0.1795126050710678,-0.9581853151321411,-0.06610716879367828,-0.4052796959877014,0.07986650615930557,-0.9082949757575989
1578998487.5346723,world,-0.3159659504890442,-0.1794947385787964,-0.9582195281982422,-0.06605421751737595,-0.40533605217933655,0.07979265600442886,-0.9082801342010498
1578998487.554399,world,-0.31598448753356934,-0.179486483335495,-0.9582476019859314,-0.06603854894638062,-0.40541696548461914,0.07975798845291138,-0.908248245716095
1578998487.5544195,world,-0.31600356101989746,-0.17947842180728912,-0.9582761526107788,-0.06602965295314789,-0.4055258631706238,0.07974997162818909,-0.9082009792327881
1578998487.5645595,world,-0.31598523259162903,-0.1794648915529251,-0.9582762122154236,-0.06584309786558151,-0.4057769775390625,0.07960543781518936,-0.9081149101257324
1578998487.5748198,world,-0.31600096821784973,-0.17945922911167145,-0.9583171606063843,-0.06580615043640137,-0.4059082269668579,0.07962007820606232,-0.908057689666748
1578998487.5840244,world,-0.31601640582084656,-0.17945140600204468,-0.9583607912063599,-0.0657830759882927,-0.4060453772544861,0.07957776635885239,-0.9080016613006592
1578998487.58404,world,-0.3160407841205597,-0.17944815754890442,-0.958408772945404,-0.06574573367834091,-0.4061625599861145,0.07957383245229721,-0.9079524278640747
