frame,timestamp
thermal_00000.png,1578998487.360933
thermal_00001.png,1578998487.391788
thermal_00002.png,1578998487.4192045
thermal_00003.png,1578998487.4513965
thermal_00004.png,1578998487.4844763
thermal_00005.png,1578998487.5164216
thermal_00006.png,1578998487.5504384
thermal_00007.png,1578998487.5758557
thermal_00008.png,1578998487.6120155
thermal_00009.png,1578998487.6421735
thermal_00010.png,1578998487.6738048
thermal_00011.png,1578998487.708604
thermal_00012.png,1578998487.7426417
thermal_00013.png,1578998487.768253
thermal_00014.png,1578998487.7974222
thermal_00015.png,1578998487.833631
thermal_00016.png,1578998487.8702269
thermal_00017.png,1578998487.8953805
thermal_00018.png,1578998487.922502
thermal_00019.png,1578998487.9529245
thermal_00020.png,1578998487.9860408
thermal_00021.png,1578998488.019316
thermal_00022.png,1578998488.0509412
thermal_00023.png,1578998488.0759864
thermal_00024.png,1578998488.107218
thermal_00025.png,1578998488.1413836
thermal_00026.png,1578998488.1744797
thermal_00027.png,1578998488.2060125
thermal_00028.png,1578998488.2406063
thermal_00029.png,1578998488.2664108
thermal_00030.png,1578998488.2960765
thermal_00031.png,1578998488.3298762
thermal_00032.png,1578998488.3611314
thermal_00033.png,1578998488.3940594
thermal_00034.png,1578998488.4203708
thermal_00035.png,1578998488.4550538
thermal_00036.png,1578998488.485127
thermal_00037.png,1578998488.5175478
thermal_00038.png,1578998488.5509913
thermal_00039.png,1578998488.5766776
thermal_00040.png,1578998488.6142154
thermal_00041.png,1578998488.6450644
thermal_00042.png,1578998488.6762023
thermal_00043.png,1578998488.704389
thermal_00044.png,1578998488.7382977
thermal_00045.png,1578998488.7680173
thermal_00046.png,1578998488.7996602
thermal_00047.png,1578998488.8306727
thermal_00048.png,1578998488.8689318
thermal_00049.png,1578998488.8933992
thermal_00050.png,1578998488.9344318
thermal_00051.png,1578998488.9578843
thermal_00052.png,1578998488.9865537
thermal_00053.png,1578998489.0261154
thermal_00054.png,1578998489.0536008
thermal_00055.png,1578998489.080369
thermal_00056.png,1578998489.1078908
thermal_00057.png,1578998489.1421604
thermal_00058.png,1578998489.1749067
thermal_00059.png,1578998489.2149124
thermal_00060.png,1578998489.2397118
thermal_00061.png,1578998489.2702727
thermal_00062.png,1578998489.2988646
thermal_00063.png,1578998489.3348663
thermal_00064.png,1578998489.3662796
thermal_00065.png,1578998489.3964586
thermal_00066.png,1578998489.42805
thermal_00067.png,1578998489.4559824
thermal_00068.png,1578998489.4999242
thermal_00069.png,1578998489.523559
thermal_00070.png,1578998489.55546
thermal_00071.png,1578998489.5798347
thermal_00072.png,1578998489.6113126
thermal_00073.png,1578998489.6474438
thermal_00074.png,1578998489.675997
thermal_00075.png,1578998489.7072244
thermal_00076.png,1578998489.7425246
thermal_00077.png,1578998489.7657897
thermal_00078.png,1578998489.8013437
thermal_00079.png,1578998489.8321593
thermal_00080.png,1578998489.8642275
thermal_00081.png,1578998489.8959374
thermal_00082.png,1578998489.9306087
thermal_00083.png,1578998489.9605057
thermal_00084.png,1578998489.9873433
thermal_00085.png,1578998490.0198302
thermal_00086.png,1578998490.0546315
thermal_00087.png,1578998490.0833485
thermal_00088.png,1578998490.119835
thermal_00089.png,1578998490.145101
thermal_00090.png,1578998490.1756065
thermal_00091.png,1578998490.2107108
thermal_00092.png,1578998490.2417393
thermal_00093.png,1578998490.2696557
thermal_00094.png,1578998490.296969
thermal_00095.png,1578998490.334343
thermal_00096.png,1578998490.3644648
thermal_00097.png,1578998490.393899
thermal_00098.png,1578998490.423297
thermal_00099.png,1578998490.4589934
thermal_00100.png,1578998490.4927173
thermal_00101.png,1578998490.5260215
thermal_00102.png,1578998490.5537615
thermal_00103.png,1578998490.5791833
thermal_00104.png,1578998490.6118202
thermal_00105.png,1578998490.6473796
thermal_00106.png,1578998490.6768014
thermal_00107.png,1578998490.7121022
thermal_00108.png,1578998490.7402062
thermal_00109.png,1578998490.7679138
thermal_00110.png,1578998490.7991965
thermal_00111.png,1578998490.832006
thermal_00112.png,1578998490.8634613
thermal_00113.png,1578998490.897252
thermal_00114.png,1578998490.9269562
thermal_00115.png,1578998490.9571445
thermal_00116.png,1578998490.9869206
thermal_00117.png,1578998491.0220928
thermal_00118.png,1578998491.05263
thermal_00119.png,1578998491.0789094
thermal_00120.png,1578998491.1104908
thermal_00121.png,1578998491.1476543
thermal_00122.png,1578998491.1776998
thermal_00123.png,1578998491.207171
thermal_00124.png,1578998491.2405012
thermal_00125.png,1578998491.2684546
thermal_00126.png,1578998491.2982125
thermal_00127.png,1578998491.332083
thermal_00128.png,1578998491.3671072
thermal_00129.png,1578998491.3994052
thermal_00130.png,1578998491.421255
thermal_00131.png,1578998491.457082
thermal_00132.png,1578998491.4887238
thermal_00133.png,1578998491.5166464
thermal_00134.png,1578998491.555092
thermal_00135.png,1578998491.5786083
thermal_00136.png,1578998491.6079965
thermal_00137.png,1578998491.6460738
thermal_00138.png,1578998491.674249
thermal_00139.png,1578998491.7064357
thermal_00140.png,1578998491.7381523
thermal_00141.png,1578998491.766818
thermal_00142.png,1578998491.801755
thermal_00143.png,1578998491.8326654
thermal_00144.png,1578998491.8599966
thermal_00145.png,1578998491.8942733
thermal_00146.png,1578998491.9253461
thermal_00147.png,1578998491.9534307
thermal_00148.png,1578998491.989357
thermal_00149.png,1578998492.017336
thermal_00150.png,1578998492.0513608
thermal_00151.png,1578998492.0762346
thermal_00152.png,1578998492.1119199
thermal_00153.png,1578998492.140859
thermal_00154.png,1578998492.17949
thermal_00155.png,1578998492.207798
thermal_00156.png,1578998492.2424357
thermal_00157.png,1578998492.266621
thermal_00158.png,1578998492.2968547
thermal_00159.png,1578998492.3292327
thermal_00160.png,1578998492.361802
thermal_00161.png,1578998492.3948636
thermal_00162.png,1578998492.4247882
thermal_00163.png,1578998492.4544759
thermal_00164.png,1578998492.4833336
thermal_00165.png,1578998492.5182521
thermal_00166.png,1578998492.5497808
thermal_00167.png,1578998492.5802748
thermal_00168.png,1578998492.6110265
thermal_00169.png,1578998492.6479213
thermal_00170.png,1578998492.6744614
thermal_00171.png,1578998492.7085483
thermal_00172.png,1578998492.7382185
thermal_00173.png,1578998492.7671275
thermal_00174.png,1578998492.797866
thermal_00175.png,1578998492.8293247
thermal_00176.png,1578998492.862985
thermal_00177.png,1578998492.8935337
thermal_00178.png,1578998492.9215453
thermal_00179.png,1578998492.953281
thermal_00180.png,1578998492.9905682
thermal_00181.png,1578998493.0229013
thermal_00182.png,1578998493.0499897
thermal_00183.png,1578998493.0774062
thermal_00184.png,1578998493.1133413
thermal_00185.png,1578998493.1427848
thermal_00186.png,1578998493.177741
thermal_00187.png,1578998493.2074258
thermal_00188.png,1578998493.24266
thermal_00189.png,1578998493.2721636
thermal_00190.png,1578998493.3026488
thermal_00191.png,1578998493.3332903
thermal_00192.png,1578998493.3629138
thermal_00193.png,1578998493.4017227
thermal_00194.png,1578998493.4274523
thermal_00195.png,1578998493.4599655
thermal_00196.png,1578998493.489141
thermal_00197.png,1578998493.522918
thermal_00198.png,1578998493.5530596
thermal_00199.png,1578998493.5821595
thermal_00200.png,1578998493.6141303
thermal_00201.png,1578998493.6481657
thermal_00202.png,1578998493.6754296
thermal_00203.png,1578998493.7113721
thermal_00204.png,1578998493.7445273
thermal_00205.png,1578998493.7719269
thermal_00206.png,1578998493.8052268
thermal_00207.png,1578998493.8364625
thermal_00208.png,1578998493.87363
thermal_00209.png,1578998493.8981483
thermal_00210.png,1578998493.9269586
thermal_00211.png,1578998493.9583678
thermal_00212.png,1578998493.9905577
thermal_00213.png,1578998494.0184922
thermal_00214.png,1578998494.0527947
